Sales,Ship Mode,Segment,Region,Category,Sub-Category,Order Date,Ship Date,days_to_ship
30.976,Second Class,Consumer,South,Office Supplies,Art,2017-01-10,2017-06-10,151.0
17.46,Standard Class,Consumer,West,Furniture,Furnishings,2018-02-10,2018-06-10,120.0
369.16,Standard Class,Consumer,West,Technology,Machines,2018-02-10,2018-06-10,120.0
30.18,Standard Class,Corporate,West,Office Supplies,Paper,2017-02-06,2017-06-06,120.0
51.648,Standard Class,Corporate,West,Office Supplies,Binders,2017-02-06,2017-06-06,120.0
11.232,Standard Class,Corporate,West,Office Supplies,Binders,2017-02-06,2017-06-06,120.0
8.82,First Class,Consumer,West,Office Supplies,Art,2016-03-05,2016-06-05,92.0
62.496,First Class,Consumer,West,Office Supplies,Binders,2016-03-05,2016-06-05,92.0
339.96,First Class,Consumer,West,Technology,Accessories,2016-03-05,2016-06-05,92.0
49.568,First Class,Consumer,West,Office Supplies,Binders,2016-03-05,2016-06-05,92.0
40.68,Standard Class,Consumer,Central,Technology,Accessories,2018-02-09,2018-06-09,120.0
113.6,Standard Class,Consumer,East,Furniture,Furnishings,2017-08-03,2017-12-03,122.0
12.96,Standard Class,Consumer,East,Office Supplies,Paper,2017-08-03,2017-12-03,122.0
69.456,Standard Class,Consumer,East,Office Supplies,Binders,2017-08-03,2017-12-03,122.0
8.64,First Class,Consumer,West,Office Supplies,Art,2015-07-12,2015-10-12,92.0
341.991,Same Day,Corporate,East,Technology,Machines,2017-10-07,2017-10-07,0.0
15.12,Standard Class,Corporate,East,Office Supplies,Labels,2015-03-03,2015-08-03,153.0
302.45,Standard Class,Corporate,East,Furniture,Bookcases,2015-03-03,2015-08-03,153.0
44.672,Standard Class,Corporate,East,Office Supplies,Storage,2015-03-03,2015-08-03,153.0
119.98,Second Class,Consumer,West,Technology,Accessories,2016-04-06,2016-09-06,153.0
989.97,Second Class,Consumer,West,Technology,Accessories,2016-04-06,2016-09-06,153.0
799.92,Standard Class,Home Office,South,Technology,Accessories,2015-02-11,2015-06-11,120.0
559.71,Standard Class,Corporate,Central,Technology,Machines,2015-02-09,2015-07-09,150.0
649.0,Standard Class,Consumer,South,Technology,Machines,2018-04-12,2018-09-12,153.0
37.84,First Class,Consumer,Central,Office Supplies,Art,2015-04-05,2015-05-05,30.0
5.472,First Class,Consumer,Central,Office Supplies,Fasteners,2015-04-05,2015-05-05,30.0
97.184,Standard Class,Consumer,South,Furniture,Chairs,2018-04-09,2018-08-09,122.0
10.368,Standard Class,Consumer,South,Office Supplies,Paper,2018-04-09,2018-08-09,122.0
72.0,Second Class,Consumer,West,Technology,Accessories,2017-05-11,2017-07-11,61.0
113.888,Second Class,Consumer,West,Furniture,Chairs,2017-05-11,2017-07-11,61.0
158.13,Second Class,Consumer,West,Office Supplies,Envelopes,2017-05-11,2017-07-11,61.0
8.904,Standard Class,Corporate,Central,Office Supplies,Paper,2018-03-09,2018-07-09,122.0
100.8,Standard Class,Corporate,Central,Technology,Accessories,2018-03-09,2018-07-09,122.0
41.96,First Class,Consumer,East,Furniture,Furnishings,2018-05-12,2018-08-12,92.0
9.45,First Class,Consumer,East,Office Supplies,Labels,2018-05-12,2018-08-12,92.0
176.772,Standard Class,Consumer,Central,Office Supplies,Appliances,2015-03-03,2015-07-03,122.0
4.608,Second Class,Consumer,South,Office Supplies,Labels,2016-09-03,2016-11-03,61.0
153.78,Second Class,Consumer,West,Office Supplies,Storage,2018-07-01,2018-09-01,62.0
61.02,Second Class,Consumer,West,Office Supplies,Storage,2018-07-01,2018-09-01,62.0
110.11,Second Class,Consumer,West,Office Supplies,Supplies,2018-07-01,2018-09-01,62.0
7.89,Second Class,Consumer,West,Office Supplies,Fasteners,2018-07-01,2018-09-01,62.0
54.336,First Class,Corporate,Central,Office Supplies,Art,2018-02-11,2018-05-11,89.0
74.352,Second Class,Consumer,East,Office Supplies,Paper,2018-04-12,2018-07-12,91.0
15.7,Standard Class,Consumer,West,Office Supplies,Paper,2018-02-05,2018-06-05,120.0
59.52,Standard Class,Consumer,West,Office Supplies,Art,2018-02-05,2018-06-05,120.0
34.4,Standard Class,Consumer,West,Office Supplies,Paper,2018-02-05,2018-06-05,120.0
70.12,Standard Class,Consumer,East,Office Supplies,Supplies,2018-06-08,2018-10-08,122.0
172.11,Standard Class,Consumer,East,Furniture,Tables,2015-08-04,2015-12-04,122.0
18.72,Standard Class,Consumer,West,Office Supplies,Binders,2018-02-09,2018-06-09,120.0
236.528,Standard Class,Consumer,West,Furniture,Tables,2018-02-09,2018-06-09,120.0
10.688,First Class,Corporate,Central,Office Supplies,Paper,2015-09-12,2015-11-12,61.0
237.096,First Class,Corporate,Central,Office Supplies,Storage,2015-09-12,2015-11-12,61.0
5.184,Second Class,Home Office,Central,Office Supplies,Paper,2018-03-02,2018-07-02,122.0
65.584,Second Class,Home Office,Central,Office Supplies,Paper,2018-03-02,2018-07-02,122.0
22.2,Second Class,Home Office,Central,Furniture,Furnishings,2018-03-02,2018-07-02,122.0
419.4,Second Class,Home Office,Central,Office Supplies,Paper,2018-03-02,2018-07-02,122.0
1499.95,First Class,Home Office,West,Technology,Copiers,2017-01-07,2017-03-07,59.0
2573.82,Standard Class,Home Office,South,Furniture,Chairs,2015-06-01,2015-10-01,122.0
609.98,Standard Class,Home Office,South,Office Supplies,Binders,2015-06-01,2015-10-01,122.0
5.48,Standard Class,Home Office,South,Office Supplies,Art,2015-06-01,2015-10-01,122.0
391.98,Standard Class,Home Office,South,Technology,Phones,2015-06-01,2015-10-01,122.0
755.96,Standard Class,Home Office,South,Technology,Phones,2015-06-01,2015-10-01,122.0
31.12,Standard Class,Home Office,South,Office Supplies,Fasteners,2015-06-01,2015-10-01,122.0
6.54,Standard Class,Home Office,South,Office Supplies,Paper,2015-06-01,2015-10-01,122.0
12.78,Second Class,Home Office,West,Office Supplies,Envelopes,2017-01-09,2017-03-09,59.0
12.96,Standard Class,Consumer,West,Office Supplies,Paper,2018-05-11,2018-09-11,123.0
46.384,Standard Class,Consumer,West,Technology,Phones,2015-02-11,2015-06-11,120.0
362.92,Standard Class,Consumer,West,Office Supplies,Storage,2015-02-11,2015-06-11,120.0
29.36,Second Class,Consumer,South,Office Supplies,Binders,2018-09-12,2018-12-12,91.0
214.9,Second Class,Consumer,South,Office Supplies,Appliances,2018-09-12,2018-12-12,91.0
15.92,Second Class,Consumer,South,Office Supplies,Binders,2018-09-12,2018-12-12,91.0
146.45,Second Class,Consumer,South,Technology,Accessories,2018-09-12,2018-12-12,91.0
15.14,Second Class,Consumer,South,Office Supplies,Storage,2018-09-12,2018-12-12,91.0
5.76,Second Class,Consumer,South,Office Supplies,Labels,2018-09-12,2018-12-12,91.0
1399.98,Second Class,Consumer,South,Technology,Copiers,2018-09-12,2018-12-12,91.0
8.952,Standard Class,Consumer,East,Office Supplies,Binders,2017-05-09,2017-11-09,184.0
8.856,Standard Class,Consumer,East,Office Supplies,Binders,2017-05-09,2017-11-09,184.0
85.246,Standard Class,Consumer,East,Furniture,Chairs,2017-05-09,2017-11-09,184.0
13.592,Standard Class,Consumer,Central,Furniture,Furnishings,2018-03-12,2018-08-12,153.0
114.288,Standard Class,Corporate,West,Office Supplies,Storage,2018-02-12,2018-06-12,120.0
36.624,Standard Class,Corporate,West,Office Supplies,Binders,2018-02-12,2018-06-12,120.0
242.352,Standard Class,Corporate,West,Furniture,Bookcases,2018-02-12,2018-06-12,120.0
49.616,Standard Class,Corporate,West,Technology,Phones,2018-02-12,2018-06-12,120.0
508.704,Standard Class,Corporate,West,Furniture,Furnishings,2018-02-12,2018-06-12,120.0
57.36,Standard Class,Corporate,West,Technology,Phones,2018-02-12,2018-06-12,120.0
906.68,Standard Class,Corporate,West,Furniture,Chairs,2018-02-12,2018-06-12,120.0
21.204,First Class,Corporate,Central,Furniture,Furnishings,2017-05-09,2017-07-09,61.0
533.94,Standard Class,Consumer,East,Office Supplies,Appliances,2015-01-11,2015-05-11,120.0
167.94,Standard Class,Consumer,East,Office Supplies,Paper,2015-01-11,2015-05-11,120.0
31.68,Standard Class,Consumer,East,Furniture,Furnishings,2015-01-11,2015-05-11,120.0
198.744,Standard Class,Consumer,Central,Furniture,Bookcases,2017-03-09,2017-07-09,122.0
63.824,First Class,Home Office,West,Technology,Accessories,2018-05-10,2018-07-10,61.0
26.46,Standard Class,Consumer,West,Office Supplies,Art,2015-05-12,2015-10-12,153.0
49.12,Standard Class,Consumer,West,Office Supplies,Paper,2015-05-12,2015-10-12,153.0
15.0,Standard Class,Consumer,West,Office Supplies,Fasteners,2015-05-12,2015-10-12,153.0
221.96,Standard Class,Corporate,West,Office Supplies,Storage,2016-08-12,2016-12-12,122.0
236.0,Standard Class,Corporate,West,Technology,Accessories,2016-08-12,2016-12-12,122.0
41.94,Second Class,Corporate,West,Technology,Accessories,2015-02-11,2015-07-11,150.0
52.792,Second Class,Corporate,West,Technology,Phones,2015-02-11,2015-07-11,150.0
58.248,Standard Class,Consumer,East,Furniture,Furnishings,2017-05-09,2017-09-09,123.0
71.246,Standard Class,Consumer,East,Furniture,Chairs,2017-05-09,2017-09-09,123.0
7.872,Standard Class,Consumer,East,Office Supplies,Art,2017-05-09,2017-09-09,123.0
887.271,Standard Class,Consumer,East,Furniture,Chairs,2017-05-09,2017-09-09,123.0
12.96,Standard Class,Corporate,East,Office Supplies,Paper,2017-08-07,2017-12-07,122.0
25.92,Standard Class,Consumer,West,Office Supplies,Paper,2018-03-05,2018-07-05,122.0
22.96,Standard Class,Consumer,West,Office Supplies,Art,2018-03-05,2018-07-05,122.0
9.54,First Class,Consumer,Central,Office Supplies,Paper,2016-08-02,2016-11-02,92.0
5.81,First Class,Consumer,Central,Office Supplies,Fasteners,2016-08-02,2016-11-02,92.0
5.76,First Class,Consumer,Central,Office Supplies,Art,2016-08-02,2016-11-02,92.0
59.52,Standard Class,Corporate,East,Office Supplies,Art,2018-02-03,2018-08-03,181.0
57.96,Standard Class,Corporate,East,Office Supplies,Envelopes,2018-02-03,2018-08-03,181.0
441.96,Standard Class,Corporate,East,Furniture,Bookcases,2018-02-03,2018-08-03,181.0
68.04,Standard Class,Corporate,East,Office Supplies,Paper,2018-02-03,2018-08-03,181.0
703.71,First Class,Home Office,West,Technology,Machines,2017-06-10,2017-07-10,30.0
17.904,First Class,Home Office,West,Office Supplies,Binders,2017-06-10,2017-07-10,30.0
11.976,First Class,Home Office,West,Office Supplies,Binders,2017-06-10,2017-07-10,30.0
67.96,First Class,Home Office,West,Technology,Accessories,2017-06-10,2017-07-10,30.0
892.224,Standard Class,Corporate,West,Furniture,Chairs,2016-05-04,2016-11-04,184.0
119.448,First Class,Consumer,Central,Technology,Accessories,2018-07-08,2018-08-08,31.0
118.16,First Class,Consumer,Central,Office Supplies,Storage,2018-07-08,2018-08-08,31.0
53.9,Standard Class,Corporate,Central,Office Supplies,Binders,2018-01-06,2018-05-06,120.0
76.728,Standard Class,Consumer,Central,Furniture,Furnishings,2015-07-01,2015-12-01,153.0
10.43,Standard Class,Consumer,Central,Office Supplies,Binders,2015-07-01,2015-12-01,153.0
30.4,Standard Class,Home Office,East,Office Supplies,Binders,2017-04-10,2017-08-10,122.0
5399.91,Standard Class,Home Office,East,Technology,Copiers,2017-04-10,2017-08-10,122.0
119.1,Standard Class,Home Office,East,Office Supplies,Storage,2017-04-10,2017-08-10,122.0
152.94,Second Class,Consumer,West,Office Supplies,Appliances,2018-06-05,2018-09-05,92.0
23.472,Same Day,Consumer,South,Technology,Accessories,2015-08-10,2015-08-10,0.0
163.96,First Class,Home Office,Central,Office Supplies,Paper,2018-02-07,2018-05-07,89.0
5.232,First Class,Home Office,Central,Office Supplies,Binders,2018-02-07,2018-05-07,89.0
87.8,Standard Class,Consumer,West,Technology,Phones,2016-02-04,2016-07-04,151.0
250.26,First Class,Consumer,West,Office Supplies,Appliances,2015-05-12,2015-07-12,61.0
40.776,Standard Class,Consumer,East,Technology,Accessories,2018-03-11,2018-08-11,153.0
29.6,Standard Class,Corporate,West,Office Supplies,Paper,2016-06-01,2016-12-01,183.0
1.938,Standard Class,Corporate,West,Office Supplies,Binders,2016-06-01,2016-12-01,183.0
59.52,Standard Class,Corporate,East,Office Supplies,Art,2016-05-01,2016-10-01,153.0
17.48,Standard Class,Corporate,East,Office Supplies,Envelopes,2016-05-01,2016-10-01,153.0
13.168,Standard Class,Corporate,East,Office Supplies,Binders,2016-05-01,2016-10-01,153.0
10.688,Standard Class,Consumer,Central,Office Supplies,Paper,2018-02-06,2018-08-06,181.0
42.208,Standard Class,Consumer,South,Office Supplies,Paper,2015-06-12,2015-11-12,153.0
10.368,First Class,Consumer,Central,Office Supplies,Paper,2018-03-12,2018-06-12,92.0
74.52,Standard Class,Consumer,South,Office Supplies,Envelopes,2016-03-02,2016-07-02,122.0
17.52,Same Day,Corporate,East,Office Supplies,Art,2018-12-08,2018-12-08,0.0
1779.9,Same Day,Corporate,East,Furniture,Chairs,2018-12-08,2018-12-08,0.0
219.9,Same Day,Corporate,East,Office Supplies,Art,2018-12-08,2018-12-08,0.0
1039.728,Same Day,Corporate,West,Technology,Phones,2017-01-08,2017-01-08,0.0
45.96,Same Day,Corporate,West,Office Supplies,Appliances,2017-01-08,2017-01-08,0.0
8.568,Standard Class,Consumer,Central,Office Supplies,Binders,2016-08-03,2016-12-03,122.0
45.248,Second Class,Corporate,South,Office Supplies,Storage,2017-04-11,2017-06-11,61.0
876.3,Second Class,Corporate,South,Furniture,Tables,2017-04-11,2017-06-11,61.0
185.376,Second Class,Corporate,South,Office Supplies,Supplies,2017-04-11,2017-06-11,61.0
26.9,Standard Class,Corporate,East,Office Supplies,Binders,2016-02-10,2016-06-10,121.0
324.744,Standard Class,Consumer,East,Office Supplies,Storage,2018-01-06,2018-06-06,151.0
1497.666,First Class,Home Office,West,Furniture,Bookcases,2018-08-06,2018-10-06,61.0
17.52,First Class,Home Office,West,Technology,Phones,2018-08-06,2018-10-06,61.0
592.74,Second Class,Home Office,East,Office Supplies,Storage,2018-08-12,2018-10-12,61.0
90.882,Standard Class,Corporate,East,Furniture,Chairs,2016-03-02,2016-07-02,122.0
18.936,Standard Class,Consumer,Central,Office Supplies,Storage,2017-02-05,2017-06-05,120.0
12.672,Standard Class,Consumer,Central,Office Supplies,Storage,2017-02-05,2017-06-05,120.0
5.04,Standard Class,Consumer,Central,Office Supplies,Labels,2017-02-05,2017-06-05,120.0
320.64,Standard Class,Consumer,South,Office Supplies,Appliances,2018-07-12,2018-12-12,153.0
52.0,Standard Class,Consumer,South,Technology,Accessories,2018-07-12,2018-12-12,153.0
18.528,Standard Class,Consumer,East,Office Supplies,Binders,2018-02-03,2018-06-03,120.0
24.0,Standard Class,Consumer,South,Technology,Accessories,2018-03-07,2018-09-07,184.0
6.16,Standard Class,Home Office,West,Office Supplies,Labels,2017-03-10,2017-07-10,122.0
915.136,Standard Class,Home Office,West,Furniture,Chairs,2017-03-10,2017-07-10,122.0
8.56,Standard Class,Home Office,West,Office Supplies,Paper,2017-03-10,2017-07-10,122.0
97.82,Standard Class,Home Office,West,Office Supplies,Paper,2017-03-10,2017-07-10,122.0
13.344,Second Class,Consumer,West,Office Supplies,Art,2018-03-12,2018-06-12,92.0
76.752,Second Class,Consumer,West,Technology,Accessories,2018-03-12,2018-06-12,92.0
102.336,Second Class,Consumer,West,Technology,Accessories,2018-03-12,2018-06-12,92.0
10.32,Second Class,Consumer,West,Office Supplies,Paper,2018-03-12,2018-06-12,92.0
47.32,Second Class,Consumer,West,Office Supplies,Supplies,2018-03-12,2018-06-12,92.0
23.376,Second Class,Consumer,West,Furniture,Furnishings,2018-03-12,2018-06-12,92.0
16.72,Second Class,Consumer,West,Furniture,Furnishings,2018-03-12,2018-06-12,92.0
16.192,Second Class,Consumer,West,Furniture,Furnishings,2018-03-12,2018-06-12,92.0
268.704,Standard Class,Consumer,West,Furniture,Tables,2017-03-12,2017-07-12,122.0
21.92,Standard Class,Consumer,West,Office Supplies,Art,2017-03-12,2017-07-12,122.0
48.72,Standard Class,Consumer,West,Office Supplies,Storage,2017-03-12,2017-07-12,122.0
205.666,Standard Class,Consumer,West,Furniture,Bookcases,2017-03-12,2017-07-12,122.0
30.384,Second Class,Home Office,Central,Office Supplies,Art,2018-04-09,2018-08-09,122.0
22.848,Second Class,Home Office,West,Office Supplies,Binders,2016-04-07,2016-08-07,122.0
18.84,Standard Class,Consumer,Central,Office Supplies,Fasteners,2015-01-03,2015-05-03,120.0
362.25,Standard Class,Consumer,Central,Furniture,Chairs,2015-01-03,2015-05-03,120.0
63.552,Standard Class,Consumer,Central,Furniture,Furnishings,2015-01-03,2015-05-03,120.0
129.552,Standard Class,Consumer,Central,Office Supplies,Storage,2015-01-03,2015-05-03,120.0
66.96,Standard Class,Corporate,East,Office Supplies,Storage,2015-01-04,2015-06-04,151.0
6.24,Standard Class,Corporate,East,Office Supplies,Binders,2015-01-04,2015-06-04,151.0
435.168,Standard Class,Corporate,West,Furniture,Chairs,2018-05-10,2018-10-10,153.0
14.9,Standard Class,Corporate,West,Office Supplies,Fasteners,2018-05-10,2018-10-10,153.0
15.8,Standard Class,Corporate,West,Office Supplies,Appliances,2018-05-10,2018-10-10,153.0
72.9,Standard Class,Corporate,West,Furniture,Furnishings,2018-05-10,2018-10-10,153.0
206.352,Standard Class,Corporate,West,Furniture,Tables,2018-05-10,2018-10-10,153.0
7.992,Standard Class,Corporate,West,Technology,Phones,2018-05-10,2018-10-10,153.0
90.882,First Class,Corporate,West,Furniture,Bookcases,2017-10-10,2017-12-10,61.0
15.992,First Class,Corporate,West,Technology,Phones,2017-10-10,2017-12-10,61.0
120.784,First Class,Corporate,West,Furniture,Chairs,2017-10-10,2017-12-10,61.0
16.448,Standard Class,Consumer,Central,Office Supplies,Paper,2015-03-01,2015-07-01,122.0
199.75,First Class,Home Office,West,Technology,Accessories,2018-03-11,2018-05-11,61.0
1673.184,First Class,Home Office,West,Furniture,Tables,2018-03-11,2018-05-11,61.0
12.18,First Class,Corporate,West,Furniture,Furnishings,2015-04-05,2015-07-05,91.0
57.68,First Class,Corporate,West,Office Supplies,Appliances,2015-04-05,2015-07-05,91.0
263.96,Standard Class,Consumer,Central,Technology,Phones,2016-08-11,2016-12-11,122.0
271.9,First Class,Consumer,East,Technology,Phones,2015-01-12,2015-03-12,59.0
45.84,First Class,Consumer,East,Furniture,Furnishings,2015-01-12,2015-03-12,59.0
9.82,First Class,Consumer,East,Furniture,Furnishings,2015-01-12,2015-03-12,59.0
93.36,Standard Class,Consumer,West,Office Supplies,Fasteners,2017-07-10,2017-11-10,123.0
60.672,First Class,Home Office,East,Furniture,Furnishings,2015-09-09,2015-11-09,61.0
30.816,First Class,Home Office,East,Office Supplies,Art,2015-09-09,2015-11-09,61.0
83.9,First Class,Consumer,Central,Office Supplies,Appliances,2018-02-11,2018-05-11,89.0
11.76,First Class,Consumer,Central,Office Supplies,Paper,2018-02-11,2018-05-11,89.0
23.076,Standard Class,Consumer,Central,Furniture,Furnishings,2017-07-01,2017-11-01,123.0
25.92,Standard Class,Consumer,Central,Office Supplies,Paper,2017-07-01,2017-11-01,123.0
16.272,Second Class,Consumer,South,Office Supplies,Paper,2018-03-11,2018-06-11,92.0
706.86,Standard Class,Corporate,East,Office Supplies,Appliances,2017-03-07,2017-07-07,122.0
263.96,First Class,Consumer,East,Technology,Phones,2017-07-11,2017-09-11,62.0
359.97,First Class,Consumer,East,Technology,Phones,2017-07-11,2017-09-11,62.0
12.96,First Class,Consumer,East,Office Supplies,Paper,2017-07-11,2017-09-11,62.0
116.82,First Class,Consumer,East,Office Supplies,Storage,2017-07-11,2017-09-11,62.0
276.784,First Class,Consumer,East,Office Supplies,Binders,2017-07-11,2017-09-11,62.0
454.56,Standard Class,Consumer,Central,Office Supplies,Storage,2018-01-01,2018-05-01,120.0
141.42,Standard Class,Consumer,Central,Furniture,Furnishings,2018-01-01,2018-05-01,120.0
310.744,Standard Class,Consumer,Central,Furniture,Chairs,2018-01-01,2018-05-01,120.0
12.736,Standard Class,Consumer,Central,Office Supplies,Art,2018-01-01,2018-05-01,120.0
6.47,Standard Class,Consumer,Central,Office Supplies,Binders,2018-01-01,2018-05-01,120.0
13.748,Standard Class,Consumer,Central,Office Supplies,Binders,2018-01-01,2018-05-01,120.0
15.224,Standard Class,Consumer,Central,Office Supplies,Appliances,2018-01-01,2018-05-01,120.0
77.58,First Class,Corporate,East,Office Supplies,Appliances,2016-07-08,2016-09-08,62.0
248.43,Second Class,Consumer,Central,Furniture,Chairs,2017-01-12,2017-03-12,59.0
11.648,Second Class,Consumer,Central,Office Supplies,Appliances,2017-01-12,2017-03-12,59.0
85.246,Second Class,Consumer,Central,Furniture,Chairs,2017-01-12,2017-03-12,59.0
20.64,Second Class,Corporate,Central,Office Supplies,Art,2018-03-10,2018-07-10,122.0
161.568,Standard Class,Consumer,West,Furniture,Chairs,2018-07-09,2018-12-09,153.0
14.73,Standard Class,Consumer,West,Office Supplies,Labels,2017-05-02,2017-10-02,153.0
186.54,Standard Class,Consumer,West,Office Supplies,Storage,2017-05-02,2017-10-02,153.0
557.728,Standard Class,Consumer,West,Furniture,Tables,2017-05-02,2017-10-02,153.0
159.968,Standard Class,Consumer,West,Technology,Phones,2017-05-02,2017-10-02,153.0
239.372,Standard Class,Consumer,East,Furniture,Tables,2017-04-10,2017-09-10,153.0
96.96,Standard Class,Consumer,West,Furniture,Furnishings,2016-02-11,2016-06-11,121.0
117.488,Standard Class,Consumer,West,Office Supplies,Binders,2016-02-11,2016-06-11,121.0
11.952,Standard Class,Consumer,West,Office Supplies,Binders,2016-02-11,2016-06-11,121.0
512.499,Standard Class,Consumer,West,Furniture,Bookcases,2016-02-11,2016-06-11,121.0
999.98,Standard Class,Consumer,West,Technology,Copiers,2017-02-09,2017-08-09,181.0
277.5,Standard Class,Consumer,West,Furniture,Tables,2016-02-08,2016-06-08,121.0
19.44,Second Class,Consumer,East,Office Supplies,Paper,2016-02-10,2016-05-10,90.0
7.38,Second Class,Consumer,East,Office Supplies,Binders,2016-02-10,2016-05-10,90.0
8.96,Second Class,Corporate,West,Office Supplies,Paper,2016-06-12,2016-11-12,153.0
89.568,Standard Class,Consumer,South,Technology,Accessories,2018-05-09,2018-09-09,123.0
71.96,Standard Class,Consumer,South,Office Supplies,Art,2018-05-09,2018-09-09,123.0
15.552,Standard Class,Consumer,South,Office Supplies,Paper,2018-05-09,2018-09-09,123.0
67.15,Same Day,Corporate,East,Office Supplies,Storage,2016-08-11,2016-08-11,0.0
549.98,Same Day,Corporate,East,Technology,Phones,2016-08-11,2016-08-11,0.0
11.82,Same Day,Corporate,East,Furniture,Furnishings,2016-08-11,2016-08-11,0.0
4643.8,Same Day,Corporate,East,Technology,Machines,2016-08-11,2016-08-11,0.0
577.764,Same Day,Corporate,East,Furniture,Chairs,2016-08-11,2016-08-11,0.0
81.568,Standard Class,Corporate,South,Office Supplies,Appliances,2018-07-09,2018-12-09,153.0
44.46,Standard Class,Consumer,Central,Furniture,Furnishings,2017-07-11,2017-12-11,153.0
314.088,Standard Class,Consumer,Central,Office Supplies,Storage,2017-07-11,2017-12-11,153.0
4.344,Standard Class,Consumer,Central,Office Supplies,Fasteners,2015-03-10,2015-07-10,122.0
31.776,Standard Class,Consumer,Central,Furniture,Furnishings,2015-03-10,2015-07-10,122.0
4.928,Standard Class,Consumer,Central,Office Supplies,Labels,2015-03-10,2015-07-10,122.0
1.788,Standard Class,Consumer,Central,Office Supplies,Binders,2015-03-10,2015-07-10,122.0
15.072,Standard Class,Consumer,Central,Office Supplies,Fasteners,2015-03-10,2015-07-10,122.0
189.7,Second Class,Consumer,East,Office Supplies,Paper,2018-01-11,2018-04-11,90.0
40.99,Second Class,Consumer,East,Office Supplies,Paper,2018-01-11,2018-04-11,90.0
82.64,Second Class,Home Office,East,Furniture,Furnishings,2017-04-04,2017-08-04,122.0
31.02,Second Class,Home Office,East,Office Supplies,Storage,2017-04-04,2017-08-04,122.0
89.97,Second Class,Home Office,East,Technology,Accessories,2017-04-04,2017-08-04,122.0
3.328,Standard Class,Consumer,South,Office Supplies,Supplies,2018-01-05,2018-06-05,151.0
933.262,Standard Class,Consumer,South,Furniture,Tables,2018-01-05,2018-06-05,151.0
2803.92,Standard Class,Consumer,South,Furniture,Chairs,2018-01-05,2018-06-05,151.0
23.744,Standard Class,Consumer,East,Office Supplies,Binders,2015-01-09,2015-05-09,120.0
357.0,Standard Class,Consumer,East,Technology,Accessories,2015-01-09,2015-05-09,120.0
70.97,Same Day,Home Office,Central,Office Supplies,Appliances,2016-10-05,2016-10-05,0.0
36.784,Same Day,Home Office,Central,Office Supplies,Art,2016-10-05,2016-10-05,0.0
11.212,Second Class,Consumer,Central,Office Supplies,Binders,2016-05-03,2016-09-03,123.0
4.712,Second Class,Consumer,Central,Furniture,Furnishings,2016-05-03,2016-09-03,123.0
180.98,Second Class,Consumer,Central,Office Supplies,Appliances,2016-05-03,2016-09-03,123.0
60.416,Second Class,Consumer,Central,Office Supplies,Storage,2016-05-03,2016-09-03,123.0
65.232,First Class,Corporate,South,Office Supplies,Envelopes,2018-09-05,2018-10-05,30.0
207.0,First Class,Corporate,South,Furniture,Chairs,2018-09-05,2018-10-05,30.0
18.368,Standard Class,Corporate,West,Office Supplies,Binders,2018-03-11,2018-07-11,122.0
4.928,Standard Class,Corporate,South,Furniture,Furnishings,2016-05-07,2016-11-07,184.0
11.784,Standard Class,Corporate,South,Office Supplies,Labels,2016-05-07,2016-11-07,184.0
486.368,Standard Class,Consumer,West,Furniture,Tables,2018-03-11,2018-09-11,184.0
137.352,Standard Class,Consumer,Central,Office Supplies,Storage,2015-01-03,2015-07-03,181.0
376.509,Standard Class,Consumer,Central,Furniture,Tables,2015-01-03,2015-07-03,181.0
45.04,First Class,Consumer,Central,Office Supplies,Art,2016-05-12,2016-06-12,31.0
61.68,First Class,Home Office,South,Office Supplies,Storage,2018-08-09,2018-09-09,31.0
158.376,First Class,Home Office,South,Technology,Phones,2018-08-09,2018-09-09,31.0
143.7,Standard Class,Consumer,East,Office Supplies,Paper,2018-06-10,2018-11-10,153.0
6.48,Standard Class,Consumer,East,Office Supplies,Paper,2018-06-10,2018-11-10,153.0
7.88,Standard Class,Consumer,East,Technology,Accessories,2018-07-11,2018-11-11,123.0
11.21,First Class,Consumer,East,Office Supplies,Storage,2017-09-03,2017-12-03,91.0
354.9,First Class,Consumer,East,Furniture,Chairs,2017-09-03,2017-12-03,91.0
17.94,First Class,Consumer,East,Office Supplies,Paper,2017-09-03,2017-12-03,91.0
51.8,First Class,Consumer,East,Office Supplies,Binders,2017-09-03,2017-12-03,91.0
7.7,Standard Class,Consumer,South,Office Supplies,Art,2017-02-07,2017-08-07,181.0
32.448,Standard Class,Corporate,East,Furniture,Furnishings,2018-03-05,2018-08-05,153.0
26.388,Standard Class,Corporate,East,Office Supplies,Binders,2018-03-05,2018-08-05,153.0
373.47,Standard Class,Corporate,East,Furniture,Tables,2018-03-05,2018-08-05,153.0
64.2,Standard Class,Corporate,East,Office Supplies,Binders,2018-03-05,2018-08-05,153.0
8.0,Standard Class,Corporate,East,Office Supplies,Fasteners,2018-03-05,2018-08-05,153.0
31.744,Second Class,Consumer,Central,Office Supplies,Art,2018-02-01,2018-04-01,59.0
5.432,Second Class,Consumer,Central,Office Supplies,Appliances,2018-02-01,2018-04-01,59.0
913.43,Second Class,Consumer,Central,Furniture,Tables,2018-02-01,2018-04-01,59.0
372.144,Second Class,Consumer,Central,Office Supplies,Storage,2018-02-01,2018-04-01,59.0
27.36,Second Class,Corporate,West,Office Supplies,Supplies,2015-07-09,2015-12-09,153.0
